order_id,site,customer_type,order_date,project_cluster,basket_size,order_value_gbp,funnel_stage_reached
ORD-10306,Site-131,Landscaping Contractor,2025-12-12,Groundworks,2,1186.52,Returned / Completed
ORD-10307,Site-128,Groundworks Sub-contractor,2026-03-18,Site Setup,4,2285.89,Returned / Completed
ORD-10308,Site-142,Main Contractor,2026-07-02,Logistics,2,4015.35,Returned / Completed
ORD-10309,Site-069,Main Contractor,2025-07-25,Logistics,2,2062.4,Returned / Completed
ORD-10310,Site-175,Landscaping Contractor,2026-05-16,Groundworks,2,3164.49,Dispatched
ORD-10311,Site-161,M&E Contractor,2026-06-02,Groundworks,1,2189.88,Returned / Completed
ORD-10312,Site-044,Facilities Management,2025-09-12,Access & Height,2,2986.16,Returned / Completed
ORD-10313,Site-038,Groundworks Sub-contractor,2025-12-18,Demolition,2,3172.13,Returned / Completed
ORD-10314,Site-086,M&E Contractor,2026-01-26,Demolition,2,2692.16,Returned / Completed
ORD-10315,Site-135,Landscaping Contractor,2026-03-02,Landscaping,3,5079.73,Returned / Completed
ORD-10316,Site-070,Facilities Management,2025-08-18,Demolition,2,2104.23,Returned / Completed
ORD-10317,Site-040,Facilities Management,2026-02-23,Groundworks,1,441.94,Returned / Completed
ORD-10318,Site-178,Landscaping Contractor,2025-08-17,Logistics,2,1487.03,Quote Requested
ORD-10319,Site-023,M&E Contractor,2026-05-11,Groundworks,3,3170.01,Returned / Completed
ORD-10320,Site-006,Main Contractor,2026-06-21,Site Setup,3,3129.46,Returned / Completed
ORD-10321,Site-069,M&E Contractor,2026-06-29,Groundworks,3,3773.16,Returned / Completed
ORD-10322,Site-041,Landscaping Contractor,2025-07-31,Groundworks,3,2275.38,Quote Requested
ORD-10323,Site-130,Main Contractor,2025-09-29,Site Setup,2,4213.56,Returned / Completed
ORD-10324,Site-061,Landscaping Contractor,2026-02-10,Fixing,3,2727.44,Returned / Completed
ORD-10325,Site-088,M&E Contractor,2025-09-26,Landscaping,1,2146.73,Returned / Completed
ORD-10326,Site-074,Facilities Management,2026-02-26,Landscaping,3,3417.89,Quote Requested
ORD-10327,Site-062,Main Contractor,2026-04-22,Groundworks,3,3236.66,Returned / Completed
ORD-10328,Site-008,Main Contractor,2026-03-23,Fixing,3,5002.98,Returned / Completed
ORD-10329,Site-013,Main Contractor,2026-05-15,Site Setup,4,2542.08,Returned / Completed
ORD-10330,Site-021,Facilities Management,2025-08-27,Fixing,1,610.74,Returned / Completed
ORD-10331,Site-032,Main Contractor,2026-05-02,Fixing,3,2971.86,Returned / Completed
ORD-10332,Site-084,Groundworks Sub-contractor,2026-06-22,Finishing,2,2755.13,Returned / Completed
ORD-10333,Site-170,Main Contractor,2026-02-11,Finishing,1,433.01,Returned / Completed
ORD-10334,Site-112,Facilities Management,2026-06-20,Groundworks,4,4246.01,Returned / Completed
ORD-10335,Site-130,Self-Employed Trade,2026-03-23,Logistics,2,2019.6,Returned / Completed
ORD-10336,Site-146,Groundworks Sub-contractor,2025-11-04,Fixing,4,5051.49,Returned / Completed
ORD-10337,Site-169,Main Contractor,2025-09-14,Groundworks,3,5210.24,Returned / Completed
ORD-10338,Site-148,Demolition Specialist,2026-02-14,Finishing,3,5058.81,Returned / Completed
ORD-10339,Site-124,Self-Employed Trade,2026-05-21,Demolition,2,2485.37,Returned / Completed
ORD-10340,Site-052,Groundworks Sub-contractor,2025-12-18,Logistics,2,1964.87,Returned / Completed
ORD-10341,Site-071,Self-Employed Trade,2026-06-10,Finishing,3,3475.0,Returned / Completed
ORD-10342,Site-016,Groundworks Sub-contractor,2025-09-06,Access & Height,2,847.38,Returned / Completed
ORD-10343,Site-021,Landscaping Contractor,2026-02-13,Site Setup,4,5428.9,Quote Requested
ORD-10344,Site-151,Facilities Management,2025-10-14,Finishing,2,2498.65,Returned / Completed
ORD-10345,Site-023,Groundworks Sub-contractor,2025-07-23,Site Setup,2,1615.85,Returned / Completed
ORD-10346,Site-050,M&E Contractor,2025-09-17,Groundworks,2,1113.11,Returned / Completed
ORD-10347,Site-103,Facilities Management,2026-03-21,Fixing,3,5034.42,Quote Requested
ORD-10348,Site-038,Groundworks Sub-contractor,2026-03-03,Landscaping,2,3180.82,Returned / Completed
ORD-10349,Site-140,Facilities Management,2025-10-20,Site Setup,1,1902.07,Returned / Completed
ORD-10350,Site-127,Facilities Management,2025-09-15,Access & Height,3,1895.25,Quote Approved
ORD-10351,Site-170,Self-Employed Trade,2025-12-22,Groundworks,2,2440.38,Returned / Completed
ORD-10352,Site-137,M&E Contractor,2026-06-16,Access & Height,2,1250.23,Returned / Completed
ORD-10353,Site-143,Self-Employed Trade,2025-09-09,Fixing,2,1605.53,Returned / Completed
ORD-10354,Site-167,M&E Contractor,2025-08-23,Demolition,4,3788.17,Returned / Completed
ORD-10355,Site-072,Self-Employed Trade,2026-01-08,Access & Height,2,1967.4,Quote Requested
ORD-10356,Site-003,Groundworks Sub-contractor,2025-12-08,Logistics,2,1910.59,Returned / Completed
ORD-10357,Site-059,Landscaping Contractor,2026-04-03,Fixing,3,2842.33,Returned / Completed
ORD-10358,Site-171,M&E Contractor,2025-10-29,Groundworks,4,4665.52,Returned / Completed
ORD-10359,Site-125,Facilities Management,2026-06-19,Access & Height,2,2520.77,Returned / Completed
ORD-10360,Site-119,Main Contractor,2026-03-06,Groundworks,4,6629.2,Returned / Completed
ORD-10361,Site-014,Self-Employed Trade,2026-02-07,Logistics,2,3354.76,Returned / Completed
ORD-10362,Site-024,Demolition Specialist,2026-05-23,Site Setup,2,1849.82,Returned / Completed
ORD-10363,Site-136,Facilities Management,2025-11-30,Finishing,3,2222.04,Returned / Completed
ORD-10364,Site-061,Self-Employed Trade,2025-11-02,Logistics,2,2222.06,Returned / Completed
ORD-10365,Site-078,Demolition Specialist,2026-05-02,Demolition,1,420.83,Returned / Completed
ORD-10366,Site-134,Landscaping Contractor,2025-08-08,Landscaping,3,3314.78,Returned / Completed
ORD-10367,Site-168,Groundworks Sub-contractor,2025-09-18,Demolition,4,4848.58,Returned / Completed
ORD-10368,Site-039,Demolition Specialist,2026-02-01,Access & Height,4,6087.34,Quote Approved
ORD-10369,Site-035,Groundworks Sub-contractor,2025-12-08,Logistics,2,1247.51,Returned / Completed
ORD-10370,Site-179,M&E Contractor,2026-01-28,Landscaping,4,4442.55,Returned / Completed
ORD-10371,Site-031,Facilities Management,2025-07-27,Groundworks,2,3889.76,Quote Approved
ORD-10372,Site-172,Demolition Specialist,2025-09-27,Fixing,3,3460.34,Returned / Completed
ORD-10373,Site-056,Demolition Specialist,2026-01-23,Finishing,2,1005.38,Returned / Completed
ORD-10374,Site-167,Landscaping Contractor,2025-07-20,Access & Height,3,4407.97,Returned / Completed
ORD-10375,Site-039,Groundworks Sub-contractor,2026-04-04,Demolition,3,3011.92,Returned / Completed
ORD-10376,Site-175,M&E Contractor,2025-11-01,Finishing,1,1106.02,Returned / Completed
ORD-10377,Site-091,Self-Employed Trade,2025-07-29,Landscaping,2,647.16,Returned / Completed
ORD-10378,Site-143,M&E Contractor,2025-12-03,Access & Height,2,2014.48,Returned / Completed
ORD-10379,Site-167,Landscaping Contractor,2025-12-28,Fixing,3,5950.43,Quote Approved
ORD-10380,Site-108,Main Contractor,2025-08-28,Landscaping,2,4179.54,On Hire
ORD-10381,Site-026,Groundworks Sub-contractor,2025-09-09,Access & Height,1,569.99,Returned / Completed
ORD-10382,Site-110,Facilities Management,2026-07-03,Logistics,2,2884.55,Returned / Completed
ORD-10383,Site-157,Self-Employed Trade,2025-10-18,Fixing,2,3209.1,Returned / Completed
ORD-10384,Site-093,Demolition Specialist,2026-07-02,Site Setup,3,3566.43,Returned / Completed
ORD-10385,Site-134,Self-Employed Trade,2026-03-19,Demolition,2,1458.87,Returned / Completed
ORD-10386,Site-159,M&E Contractor,2026-05-25,Landscaping,2,1803.62,Returned / Completed
ORD-10387,Site-100,Landscaping Contractor,2026-02-17,Logistics,2,2997.08,Returned / Completed
ORD-10388,Site-014,Main Contractor,2026-03-03,Logistics,2,3287.11,Returned / Completed
ORD-10389,Site-118,Facilities Management,2026-04-23,Groundworks,2,2448.42,Returned / Completed
ORD-10390,Site-009,Self-Employed Trade,2026-01-24,Groundworks,3,3484.44,Returned / Completed
ORD-10391,Site-089,Landscaping Contractor,2026-05-07,Landscaping,2,2439.99,Returned / Completed
ORD-10392,Site-157,Landscaping Contractor,2026-02-09,Demolition,4,5171.69,Quote Requested
ORD-10393,Site-014,Self-Employed Trade,2025-09-06,Site Setup,2,2178.64,Returned / Completed
ORD-10394,Site-047,Groundworks Sub-contractor,2025-12-14,Access & Height,3,3349.03,Quote Approved
ORD-10395,Site-052,Groundworks Sub-contractor,2026-05-08,Site Setup,2,3045.15,Quote Approved
ORD-10396,Site-048,M&E Contractor,2025-12-29,Site Setup,3,2895.97,Returned / Completed
ORD-10397,Site-068,Self-Employed Trade,2026-02-01,Demolition,4,4875.01,Returned / Completed
ORD-10398,Site-143,Main Contractor,2025-10-21,Fixing,3,2761.68,Returned / Completed
ORD-10399,Site-091,Self-Employed Trade,2026-01-09,Access & Height,2,2664.17,Quote Requested
ORD-10400,Site-066,Groundworks Sub-contractor,2026-03-07,Fixing,3,3419.68,Returned / Completed
ORD-10401,Site-132,Main Contractor,2026-06-05,Finishing,3,1876.03,Returned / Completed
ORD-10402,Site-130,Groundworks Sub-contractor,2025-09-17,Access & Height,2,3924.67,Returned / Completed
ORD-10403,Site-105,Landscaping Contractor,2025-08-11,Site Setup,2,2811.57,Returned / Completed
ORD-10404,Site-116,Facilities Management,2025-12-16,Demolition,3,3902.04,Returned / Completed
ORD-10405,Site-029,Demolition Specialist,2025-10-30,Demolition,3,3153.54,Returned / Completed
ORD-10406,Site-159,Main Contractor,2025-09-05,Finishing,4,3958.28,Returned / Completed
ORD-10407,Site-016,Landscaping Contractor,2026-06-19,Landscaping,2,1231.65,Returned / Completed
ORD-10408,Site-051,Landscaping Contractor,2025-12-25,Site Setup,3,2968.1,Returned / Completed
ORD-10409,Site-112,Main Contractor,2025-10-13,Access & Height,4,5838.31,Returned / Completed
ORD-10410,Site-016,Landscaping Contractor,2025-09-12,Demolition,2,3350.82,Returned / Completed
ORD-10411,Site-008,Facilities Management,2025-11-03,Finishing,1,2140.56,Returned / Completed
ORD-10412,Site-151,Groundworks Sub-contractor,2025-11-24,Site Setup,2,3398.63,Returned / Completed
ORD-10413,Site-033,Groundworks Sub-contractor,2026-06-24,Site Setup,4,6986.37,Quote Requested
ORD-10414,Site-127,Landscaping Contractor,2026-04-23,Landscaping,3,1460.68,Returned / Completed
ORD-10415,Site-166,Main Contractor,2026-06-28,Landscaping,3,2826.5,Returned / Completed
ORD-10416,Site-118,Main Contractor,2025-08-23,Site Setup,2,3790.01,Returned / Completed
ORD-10417,Site-114,Groundworks Sub-contractor,2025-10-19,Finishing,1,389.44,Quote Requested
ORD-10418,Site-040,Facilities Management,2026-02-15,Fixing,2,2197.48,Returned / Completed
ORD-10419,Site-158,Demolition Specialist,2026-02-08,Groundworks,1,264.24,Returned / Completed
ORD-10420,Site-041,Main Contractor,2025-11-27,Site Setup,2,2107.79,Returned / Completed
ORD-10421,Site-074,Groundworks Sub-contractor,2025-12-27,Site Setup,3,4007.97,Returned / Completed
ORD-10422,Site-001,Demolition Specialist,2026-01-14,Finishing,3,2291.3,Returned / Completed
ORD-10423,Site-095,Landscaping Contractor,2026-04-21,Fixing,2,3622.26,Quote Requested
ORD-10424,Site-132,Landscaping Contractor,2025-07-18,Demolition,3,3719.38,Returned / Completed
ORD-10425,Site-167,Self-Employed Trade,2025-09-11,Landscaping,2,1624.85,Returned / Completed
ORD-10426,Site-174,Self-Employed Trade,2025-12-24,Demolition,2,2484.67,Quote Requested
ORD-10427,Site-016,Landscaping Contractor,2025-10-11,Site Setup,2,3267.74,Returned / Completed
ORD-10428,Site-137,Demolition Specialist,2026-03-21,Access & Height,3,3388.81,Returned / Completed
ORD-10429,Site-102,M&E Contractor,2025-12-12,Finishing,3,3488.56,Returned / Completed
ORD-10430,Site-155,Landscaping Contractor,2025-08-27,Access & Height,3,2954.76,Returned / Completed
ORD-10431,Site-035,Demolition Specialist,2026-04-15,Groundworks,2,1748.3,Returned / Completed
ORD-10432,Site-053,M&E Contractor,2026-06-09,Finishing,3,2329.27,Returned / Completed
ORD-10433,Site-017,M&E Contractor,2026-03-15,Access & Height,3,3623.75,Returned / Completed
ORD-10434,Site-106,Facilities Management,2025-10-02,Demolition,2,1661.52,Returned / Completed
ORD-10435,Site-157,M&E Contractor,2026-06-24,Demolition,1,976.91,Returned / Completed
ORD-10436,Site-106,M&E Contractor,2025-09-20,Site Setup,1,1758.71,Returned / Completed
ORD-10437,Site-005,Self-Employed Trade,2026-04-30,Logistics,2,2003.94,Returned / Completed
ORD-10438,Site-109,Main Contractor,2026-04-15,Site Setup,2,2965.33,Returned / Completed
ORD-10439,Site-048,Main Contractor,2025-07-17,Site Setup,3,2889.29,Returned / Completed
ORD-10440,Site-135,Facilities Management,2026-01-25,Site Setup,1,811.05,Quote Requested
ORD-10441,Site-099,Demolition Specialist,2026-06-22,Logistics,2,2708.93,Returned / Completed
ORD-10442,Site-096,M&E Contractor,2026-04-05,Site Setup,3,3246.68,Returned / Completed
ORD-10443,Site-045,Landscaping Contractor,2025-11-08,Landscaping,3,4138.21,Returned / Completed
ORD-10444,Site-038,Groundworks Sub-contractor,2026-07-03,Site Setup,3,2062.65,Returned / Completed
ORD-10445,Site-057,Facilities Management,2025-09-07,Finishing,3,1759.83,Returned / Completed
ORD-10446,Site-004,Landscaping Contractor,2026-06-24,Landscaping,3,2756.59,Returned / Completed
ORD-10447,Site-098,Main Contractor,2026-03-09,Groundworks,2,2300.94,Returned / Completed
ORD-10448,Site-070,Self-Employed Trade,2026-03-08,Fixing,3,3268.28,Returned / Completed
ORD-10449,Site-087,Facilities Management,2026-01-08,Finishing,2,2294.93,Returned / Completed
ORD-10450,Site-044,Main Contractor,2026-02-09,Demolition,3,3403.4,Returned / Completed
ORD-10451,Site-014,Demolition Specialist,2026-04-27,Demolition,3,4129.83,Returned / Completed
ORD-10452,Site-044,Self-Employed Trade,2026-04-21,Demolition,2,2521.87,Quote Requested
ORD-10453,Site-124,Main Contractor,2025-07-27,Landscaping,1,201.12,Returned / Completed
ORD-10454,Site-063,Self-Employed Trade,2026-05-12,Fixing,3,1946.88,Returned / Completed
ORD-10455,Site-093,Facilities Management,2025-09-22,Access & Height,1,1715.8,Quote Requested
ORD-10456,Site-041,M&E Contractor,2026-04-04,Site Setup,3,4992.98,Returned / Completed
ORD-10457,Site-014,Demolition Specialist,2025-07-29,Access & Height,4,5167.8,Returned / Completed
ORD-10458,Site-059,Main Contractor,2025-10-26,Access & Height,2,2266.58,Returned / Completed
ORD-10459,Site-135,Facilities Management,2025-11-26,Fixing,3,5838.23,Returned / Completed
ORD-10460,Site-030,Facilities Management,2026-01-20,Landscaping,4,7248.64,Dispatched
ORD-10461,Site-180,Landscaping Contractor,2025-09-07,Demolition,3,2783.39,Returned / Completed
ORD-10462,Site-138,M&E Contractor,2025-08-31,Access & Height,3,4385.33,Returned / Completed
ORD-10463,Site-135,Facilities Management,2026-02-18,Finishing,2,3669.69,Returned / Completed
ORD-10464,Site-147,Demolition Specialist,2025-08-28,Site Setup,3,2601.67,Returned / Completed
ORD-10465,Site-180,Main Contractor,2025-12-23,Fixing,1,305.11,Returned / Completed
ORD-10466,Site-053,M&E Contractor,2026-03-02,Demolition,2,1523.79,Returned / Completed
ORD-10467,Site-013,Self-Employed Trade,2026-04-13,Fixing,3,2864.4,Returned / Completed
ORD-10468,Site-159,M&E Contractor,2026-01-27,Finishing,4,3235.11,Returned / Completed
ORD-10469,Site-048,M&E Contractor,2025-10-01,Groundworks,3,3933.55,Quote Requested
ORD-10470,Site-051,Groundworks Sub-contractor,2025-12-26,Fixing,4,4111.77,Quote Requested
ORD-10471,Site-072,Groundworks Sub-contractor,2026-01-13,Landscaping,1,291.16,Quote Requested
ORD-10472,Site-150,Self-Employed Trade,2025-12-06,Finishing,3,3298.7,Returned / Completed
ORD-10473,Site-021,Main Contractor,2026-02-09,Access & Height,3,2720.06,Quote Requested
ORD-10474,Site-025,Groundworks Sub-contractor,2025-12-09,Groundworks,2,4000.51,Returned / Completed
ORD-10475,Site-136,Landscaping Contractor,2025-08-28,Groundworks,4,3172.5,Returned / Completed
ORD-10476,Site-085,Landscaping Contractor,2025-08-03,Landscaping,3,1394.29,Returned / Completed
ORD-10477,Site-118,Self-Employed Trade,2026-02-07,Demolition,2,2387.36,Returned / Completed
ORD-10478,Site-081,Main Contractor,2026-07-13,Groundworks,2,3400.58,Quote Requested
ORD-10479,Site-171,M&E Contractor,2025-10-03,Logistics,2,1516.2,Returned / Completed
ORD-10480,Site-180,Groundworks Sub-contractor,2025-11-18,Access & Height,3,2009.64,Quote Requested
ORD-10481,Site-007,Landscaping Contractor,2025-11-05,Demolition,4,6502.44,Returned / Completed
ORD-10482,Site-176,Main Contractor,2025-09-28,Access & Height,2,3586.68,Returned / Completed
ORD-10483,Site-173,Main Contractor,2026-07-12,Landscaping,1,2042.51,Returned / Completed
ORD-10484,Site-136,Self-Employed Trade,2026-01-23,Landscaping,3,1943.89,Returned / Completed
ORD-10485,Site-139,Demolition Specialist,2026-04-16,Fixing,2,2416.59,Returned / Completed
ORD-10486,Site-146,Landscaping Contractor,2026-03-15,Groundworks,2,2451.88,Returned / Completed
ORD-10487,Site-113,Groundworks Sub-contractor,2025-10-26,Fixing,3,1716.07,Quote Requested
ORD-10488,Site-141,Groundworks Sub-contractor,2026-02-04,Finishing,3,4402.97,Returned / Completed
ORD-10489,Site-133,Groundworks Sub-contractor,2025-12-30,Fixing,2,1972.06,Returned / Completed
ORD-10490,Site-179,Facilities Management,2026-07-11,Fixing,2,3552.33,Returned / Completed
ORD-10491,Site-039,Self-Employed Trade,2026-03-28,Logistics,2,1749.24,Returned / Completed
ORD-10492,Site-090,M&E Contractor,2025-09-15,Logistics,2,1236.57,Returned / Completed
ORD-10493,Site-149,Landscaping Contractor,2026-05-01,Groundworks,2,3002.28,Returned / Completed
ORD-10494,Site-106,Demolition Specialist,2025-11-19,Demolition,4,5073.57,Returned / Completed
ORD-10495,Site-128,Groundworks Sub-contractor,2026-07-08,Landscaping,3,2133.2,Returned / Completed
ORD-10496,Site-011,Demolition Specialist,2026-05-13,Landscaping,2,3995.57,Returned / Completed
ORD-10497,Site-031,Landscaping Contractor,2026-04-12,Groundworks,2,3873.3,Returned / Completed
ORD-10498,Site-063,Landscaping Contractor,2026-01-05,Demolition,1,970.86,Returned / Completed
ORD-10499,Site-093,Self-Employed Trade,2026-05-13,Fixing,3,3452.63,Returned / Completed
ORD-10500,Site-046,Demolition Specialist,2025-10-05,Logistics,3,2449.15,Returned / Completed
ORD-10501,Site-152,Self-Employed Trade,2026-04-22,Fixing,3,3293.47,Returned / Completed
ORD-10502,Site-024,M&E Contractor,2025-09-14,Landscaping,2,3366.11,Quote Requested
ORD-10503,Site-146,Self-Employed Trade,2026-03-11,Access & Height,2,3309.66,Returned / Completed
ORD-10504,Site-112,Landscaping Contractor,2025-11-09,Access & Height,3,3897.78,Returned / Completed
ORD-10505,Site-167,M&E Contractor,2025-09-28,Site Setup,2,1165.52,Returned / Completed
ORD-10506,Site-026,M&E Contractor,2026-04-13,Finishing,3,1697.13,Returned / Completed
ORD-10507,Site-164,Demolition Specialist,2025-11-10,Fixing,2,2233.64,Quote Requested
ORD-10508,Site-142,Self-Employed Trade,2026-01-17,Fixing,2,2719.46,Returned / Completed
ORD-10509,Site-052,Groundworks Sub-contractor,2025-07-22,Demolition,2,1703.32,Quote Requested
ORD-10510,Site-041,Self-Employed Trade,2026-06-13,Site Setup,1,1167.97,Returned / Completed
