stock_code,category,subcategory,product_name,brand,depot,purchase_date,capex_gbp,book_value_gbp,age_years,condition,status,utilisation_pct_ytd,day_rate_gbp,last_service_date,next_service_due,min_stock_level,current_units_at_depot
SV&-02399,"Safety, Ventilation & Extraction",Extraction,Air Mover,City Hire Fleet,Birmingham,2022-09-26,2100.03,502.86,3.8,Fair,On Hire,61.5,33.07,2026-01-14,2026-07-13,1,1
SV&-02400,"Safety, Ventilation & Extraction",Extraction,Air Mover,City Hire Fleet,London North,2021-08-25,3500.97,350.1,4.89,Excellent,Workshop,64.7,46.19,2026-03-13,2026-09-09,1,1
SV&-02401,"Safety, Ventilation & Extraction",Extraction,Air Mover,City Hire Fleet,Birmingham,2022-11-13,376.69,100.11,3.67,Good,Available,90.3,3.93,2026-06-08,2026-12-05,1,1
SV&-02402,"Safety, Ventilation & Extraction",Extraction,Air Mover,City Hire Fleet,Leeds,2022-04-20,2874.48,437.87,4.24,Excellent,On Hire,59.3,49.46,2026-05-23,2026-11-19,1,1
SV&-02403,"Safety, Ventilation & Extraction",Extraction,Air Mover,City Hire Fleet,Bristol,2024-05-03,2663.31,1491.45,2.2,Excellent,Available,91.0,45.55,2026-03-21,2026-09-17,1,1
SV&-02404,"Safety, Ventilation & Extraction",Extraction,Air Mover,City Hire Fleet,Birmingham,2024-07-01,3585.58,2123.84,2.04,Excellent,On Hire,56.8,30.16,2026-03-30,2026-09-26,1,1
SV&-02405,"Safety, Ventilation & Extraction",Extraction,Ventilation Fan 12in,City Hire Fleet,Birmingham,2022-07-09,1570.12,308.0,4.02,Excellent,On Hire,51.6,27.78,2025-12-24,2026-06-22,2,1
SV&-02406,"Safety, Ventilation & Extraction",Extraction,Ventilation Fan 12in,City Hire Fleet,London South,2023-08-29,3730.76,1582.25,2.88,Good,On Hire,53.3,40.66,2026-01-21,2026-07-20,2,1
SV&-02407,"Safety, Ventilation & Extraction",Extraction,Ventilation Fan 12in,City Hire Fleet,Manchester,2023-04-29,2757.99,985.32,3.21,Excellent,Available,59.2,29.87,2026-07-11,2027-01-07,2,1
SV&-02408,"Safety, Ventilation & Extraction",Extraction,Ventilation Fan 12in,City Hire Fleet,Manchester,2023-02-17,756.71,240.9,3.41,Good,On Hire,73.9,12.37,2026-07-13,2027-01-09,2,1
SV&-02409,"Safety, Ventilation & Extraction",Extraction,Ventilation Fan 12in,City Hire Fleet,Bristol,2026-03-05,1230.3,1141.31,0.36,Excellent,Workshop,56.3,10.9,2026-01-25,2026-07-24,2,1
SV&-02410,"Safety, Ventilation & Extraction",Extraction,Ventilation Fan 12in,City Hire Fleet,Bristol,2024-12-08,827.78,562.89,1.6,Fair,Available,72.2,9.03,2026-03-26,2026-09-22,2,1
SV&-02411,"Safety, Ventilation & Extraction",Extraction,Ventilation Fan 12in,City Hire Fleet,Manchester,2026-04-11,2050.76,1944.01,0.26,Needs Assessment,Available,47.4,18.42,2026-03-28,2026-09-24,2,1
SV&-02412,"Safety, Ventilation & Extraction",Extraction,Ventilation Fan 12in,City Hire Fleet,Bristol,2024-12-27,3704.72,2557.78,1.55,Good,On Hire,83.3,62.09,2026-05-31,2026-11-27,2,1
SV&-02413,"Safety, Ventilation & Extraction",Extraction,Ventilation Fan 12in,City Hire Fleet,London South,2021-12-11,2439.22,243.92,4.59,Excellent,On Hire,59.2,21.6,2026-02-23,2026-08-22,2,1
SV&-02414,"Safety, Ventilation & Extraction",Extraction,Ventilation Fan 12in,City Hire Fleet,Manchester,2023-04-12,3730.34,1297.95,3.26,Fair,On Hire,54.5,60.95,2026-05-29,2026-11-25,2,1
SV&-02415,"Safety, Ventilation & Extraction",Extraction,Dust Extractor M-Class,City Hire Fleet,Manchester,2025-09-05,2248.31,1862.71,0.86,Good,Available,57.3,28.48,2026-04-14,2026-10-11,1,1
SV&-02416,"Safety, Ventilation & Extraction",Extraction,Dust Extractor M-Class,City Hire Fleet,Manchester,2024-02-26,2006.75,1050.11,2.38,Excellent,Workshop,47.4,18.88,2026-07-08,2027-01-04,1,1
SV&-02417,"Safety, Ventilation & Extraction",Extraction,Dust Extractor M-Class,City Hire Fleet,Birmingham,2024-10-04,3210.54,2068.82,1.78,Excellent,Available,51.2,52.82,2026-02-20,2026-08-19,1,1
P&S-02418,Propping & Support,Support,Acrow Prop Size 3,City Hire Fleet,Bristol,2024-03-12,629.46,334.56,2.34,Good,On Hire,56.5,5.38,2025-12-31,2026-06-29,1,1
P&S-02419,Propping & Support,Support,Acrow Prop Size 3,City Hire Fleet,Birmingham,2026-02-23,301.54,278.08,0.39,Good,On Hire,69.6,4.49,2025-12-16,2026-06-14,1,1
P&S-02420,Propping & Support,Support,Acrow Prop Size 3,City Hire Fleet,Bristol,2021-08-10,129.91,12.99,4.93,Good,Available,62.4,1.11,2026-01-23,2026-07-22,1,1
P&S-02421,Propping & Support,Support,Acrow Prop Size 3,City Hire Fleet,Leeds,2025-04-22,503.34,379.5,1.23,Fair,On Hire,29.1,5.54,2026-01-23,2026-07-22,1,1
P&S-02422,Propping & Support,Support,Strongboy Support,City Hire Fleet,Bristol,2022-06-04,891.11,157.71,4.12,Good,On Hire,49.1,8.15,2026-03-12,2026-09-08,1,1
P&S-02423,Propping & Support,Support,Strongboy Support,City Hire Fleet,Manchester,2026-06-15,205.48,202.1,0.08,Excellent,On Hire,75.4,2.68,2026-06-18,2026-12-15,1,1
P&S-02424,Propping & Support,Support,Strongboy Support,City Hire Fleet,Manchester,2024-04-06,125.64,68.5,2.27,Needs Assessment,On Hire,51.4,2.04,2026-04-02,2026-09-29,1,1
P&S-02425,Propping & Support,Support,Strongboy Support,City Hire Fleet,Bristol,2021-09-26,775.14,77.51,4.8,Excellent,On Hire,61.8,7.33,2026-01-27,2026-07-26,1,1
P&S-02426,Propping & Support,Support,Strongboy Support,City Hire Fleet,London South,2026-05-02,231.54,222.15,0.2,Excellent,Workshop,82.2,3.57,2026-01-27,2026-07-26,1,1
P&S-02427,Propping & Support,Support,Strongboy Support,City Hire Fleet,Manchester,2023-05-23,244.29,90.49,3.15,Good,On Hire,51.5,2.63,2026-02-14,2026-08-13,1,1
P&S-02428,Propping & Support,Support,Trench Strut,City Hire Fleet,Manchester,2022-07-18,735.88,147.98,3.99,Excellent,On Hire,64.4,7.97,2025-12-18,2026-06-16,2,1
P&S-02429,Propping & Support,Support,Trench Strut,City Hire Fleet,Bristol,2025-10-12,542.65,460.58,0.76,Good,Available,74.9,9.27,2026-01-27,2026-07-26,2,1
P&S-02430,Propping & Support,Support,Trench Strut,City Hire Fleet,Manchester,2024-06-19,869.49,509.31,2.07,Excellent,On Hire,63.8,15.49,2026-01-10,2026-07-09,2,1
P&S-02431,Propping & Support,Support,Trench Strut,City Hire Fleet,Manchester,2024-06-13,490.52,285.71,2.09,Good,Workshop,69.2,4.78,2026-03-02,2026-08-29,2,1
P&S-02432,Propping & Support,Support,Trench Strut,City Hire Fleet,Manchester,2025-08-09,368.53,299.87,0.93,Good,Available,55.6,5.85,2026-04-19,2026-10-16,2,1
P&S-02433,Propping & Support,Support,Trench Strut,City Hire Fleet,Leeds,2024-11-22,723.67,485.75,1.64,Good,On Hire,45.7,12.76,2025-12-12,2026-06-10,2,1
P&S-02434,Propping & Support,Support,Trench Strut,City Hire Fleet,Leeds,2023-01-22,620.36,188.66,3.48,Good,On Hire,36.4,5.77,2026-03-07,2026-09-03,2,1
P&S-02435,Propping & Support,Support,Trench Strut,City Hire Fleet,London North,2024-08-21,562.86,349.13,1.9,Excellent,Workshop,46.8,8.63,2026-06-27,2026-12-24,2,1
L-02436,Lighting,Site Lighting,LED Tower Light,City Hire Fleet,Manchester,2025-11-30,1530.52,1340.15,0.62,Excellent,On Hire,54.0,15.79,2026-01-22,2026-07-21,1,1
L-02437,Lighting,Site Lighting,LED Tower Light,City Hire Fleet,Leeds,2022-02-16,1817.11,214.07,4.41,Fair,Workshop,61.9,28.27,2026-05-31,2026-11-27,1,1
L-02438,Lighting,Site Lighting,LED Tower Light,City Hire Fleet,London North,2024-02-06,2044.75,1047.58,2.44,Excellent,On Hire,52.8,31.69,2026-05-11,2026-11-07,1,1
L-02439,Lighting,Site Lighting,LED Tower Light,City Hire Fleet,London North,2023-12-24,1726.7,843.01,2.56,Good,Workshop,42.0,20.33,2026-04-23,2026-10-20,1,1
L-02440,Lighting,Site Lighting,LED Tower Light,City Hire Fleet,Manchester,2022-11-18,1347.56,361.81,3.66,Good,On Hire,46.4,14.64,2026-05-11,2026-11-07,1,1
L-02441,Lighting,Site Lighting,Festoon Lighting Kit,City Hire Fleet,London North,2022-04-18,524.18,79.27,4.24,Good,On Hire,72.9,7.7,2026-02-15,2026-08-14,1,1
L-02442,Lighting,Site Lighting,Festoon Lighting Kit,City Hire Fleet,Birmingham,2025-04-25,266.48,201.36,1.22,Fair,On Hire,39.6,3.65,2026-07-13,2027-01-09,1,1
L-02443,Lighting,Site Lighting,Festoon Lighting Kit,City Hire Fleet,Bristol,2021-08-10,343.93,34.39,4.93,Good,Workshop,72.0,5.61,2026-01-31,2026-07-30,1,1
L-02444,Lighting,Site Lighting,Festoon Lighting Kit,City Hire Fleet,Bristol,2023-04-04,1855.15,637.36,3.28,Fair,On Hire,83.8,30.67,2026-04-14,2026-10-11,1,1
L-02445,Lighting,Site Lighting,Festoon Lighting Kit,City Hire Fleet,London South,2021-12-17,334.31,33.43,4.58,Fair,On Hire,50.8,3.67,2026-06-24,2026-12-21,1,1
L-02446,Lighting,Site Lighting,Balloon Light 1000W,City Hire Fleet,London North,2023-08-29,661.15,280.4,2.88,Excellent,On Hire,69.0,11.51,2026-04-21,2026-10-18,1,1
L-02447,Lighting,Site Lighting,Balloon Light 1000W,City Hire Fleet,London North,2021-10-23,702.76,70.28,4.73,Good,Workshop,61.5,7.32,2026-05-02,2026-10-29,1,1
L-02448,Lighting,Site Lighting,Balloon Light 1000W,City Hire Fleet,Bristol,2023-07-21,2063.62,831.1,2.99,Excellent,On Hire,58.0,30.9,2026-04-03,2026-09-30,1,1
F&B-02449,Fencing & Barriers,Fencing,Heras Fence Panel,City Hire Fleet,Manchester,2023-03-10,220.13,72.61,3.35,Excellent,On Hire,72.5,2.5,2026-04-19,2026-10-16,1,1
F&B-02450,Fencing & Barriers,Fencing,Heras Fence Panel,City Hire Fleet,Leeds,2022-03-02,80.19,10.06,4.37,Excellent,On Hire,57.6,1.25,2025-12-17,2026-06-15,1,1
F&B-02451,Fencing & Barriers,Fencing,Heras Fence Panel,City Hire Fleet,London North,2026-02-08,140.11,128.06,0.43,Excellent,Workshop,93.5,1.22,2026-01-16,2026-07-15,1,1
F&B-02452,Fencing & Barriers,Fencing,Pedestrian Barrier,City Hire Fleet,Manchester,2023-02-06,311.36,97.25,3.44,Needs Assessment,Workshop,78.1,3.33,2026-02-23,2026-08-22,2,1
F&B-02453,Fencing & Barriers,Fencing,Pedestrian Barrier,City Hire Fleet,Birmingham,2026-03-22,95.38,89.37,0.32,Fair,On Hire,53.0,1.6,2026-03-14,2026-09-10,2,1
F&B-02454,Fencing & Barriers,Fencing,Pedestrian Barrier,City Hire Fleet,London South,2025-03-06,67.29,49.0,1.36,Good,On Hire,63.2,1.12,2025-12-28,2026-06-26,2,1
F&B-02455,Fencing & Barriers,Fencing,Pedestrian Barrier,City Hire Fleet,Leeds,2022-08-19,292.42,63.93,3.91,Excellent,On Hire,79.0,4.39,2026-04-09,2026-10-06,2,1
F&B-02456,Fencing & Barriers,Fencing,Pedestrian Barrier,City Hire Fleet,Birmingham,2023-05-17,106.84,39.22,3.16,Good,On Hire,64.8,1.22,2026-02-07,2026-08-06,2,1
F&B-02457,Fencing & Barriers,Fencing,Pedestrian Barrier,City Hire Fleet,Bristol,2026-02-17,140.98,129.55,0.41,Good,On Hire,64.7,2.52,2026-01-03,2026-07-02,2,1
F&B-02458,Fencing & Barriers,Fencing,Pedestrian Barrier,City Hire Fleet,London North,2026-05-16,356.91,345.18,0.16,Excellent,On Hire,64.1,4.42,2026-06-30,2026-12-27,2,1
F&B-02459,Fencing & Barriers,Fencing,Pedestrian Barrier,City Hire Fleet,London South,2024-11-14,74.86,49.92,1.67,Good,On Hire,51.0,0.96,2026-05-01,2026-10-28,2,1
F&B-02460,Fencing & Barriers,Fencing,Water Filled Barrier,City Hire Fleet,London South,2022-10-10,86.11,21.28,3.76,Good,On Hire,79.6,1.32,2026-02-25,2026-08-24,1,1
F&B-02461,Fencing & Barriers,Fencing,Water Filled Barrier,City Hire Fleet,Bristol,2024-06-14,365.2,212.92,2.08,Excellent,On Hire,72.6,5.31,2026-04-12,2026-10-09,1,1
F&B-02462,Fencing & Barriers,Fencing,Water Filled Barrier,City Hire Fleet,Bristol,2023-07-03,363.61,142.85,3.04,Excellent,On Hire,51.2,4.17,2026-02-26,2026-08-25,1,1
F&F-02463,Fixing & Fastening,Fixing Tools,Cartridge Fixing Gun,City Hire Fleet,Bristol,2022-07-02,1718.43,330.5,4.04,Excellent,Workshop,57.4,26.5,2025-12-11,2026-06-09,2,1
F&F-02464,Fixing & Fastening,Fixing Tools,Cartridge Fixing Gun,City Hire Fleet,London South,2025-04-10,352.53,263.48,1.26,Excellent,Available,63.5,3.65,2025-12-25,2026-06-23,2,1
F&F-02465,Fixing & Fastening,Fixing Tools,Cartridge Fixing Gun,City Hire Fleet,Birmingham,2023-12-27,1222.35,598.78,2.55,Excellent,On Hire,56.4,14.47,2026-07-06,2027-01-02,2,1
F&F-02466,Fixing & Fastening,Fixing Tools,Cartridge Fixing Gun,City Hire Fleet,Bristol,2021-10-25,1742.41,174.24,4.72,Good,On Hire,65.0,14.27,2025-12-08,2026-06-06,2,1
F&F-02467,Fixing & Fastening,Fixing Tools,Cartridge Fixing Gun,City Hire Fleet,Bristol,2024-04-23,784.69,435.13,2.23,Excellent,On Hire,72.1,8.67,2026-03-26,2026-09-22,2,1
F&F-02468,Fixing & Fastening,Fixing Tools,Cartridge Fixing Gun,City Hire Fleet,Birmingham,2023-06-02,1408.94,529.61,3.12,Fair,Auction Pending,65.6,24.06,2026-02-09,2026-08-08,2,1
F&F-02469,Fixing & Fastening,Fixing Tools,Cartridge Fixing Gun,City Hire Fleet,Manchester,2021-11-29,1392.98,139.3,4.63,Fair,Available,63.7,22.05,2026-02-05,2026-08-04,2,1
F&F-02470,Fixing & Fastening,Fixing Tools,Cartridge Fixing Gun,City Hire Fleet,Manchester,2022-05-01,1391.46,220.35,4.21,Needs Assessment,Workshop,66.2,24.11,2026-02-23,2026-08-22,2,1
F&F-02471,Fixing & Fastening,Fixing Tools,Rivet Gun,City Hire Fleet,Bristol,2021-08-22,1784.97,178.5,4.9,Excellent,Available,48.6,31.42,2025-12-30,2026-06-28,1,1
F&F-02472,Fixing & Fastening,Fixing Tools,Rivet Gun,City Hire Fleet,London North,2023-11-01,1380.3,633.8,2.7,Excellent,Workshop,59.8,20.46,2026-06-11,2026-12-08,1,1
F&F-02473,Fixing & Fastening,Fixing Tools,Rivet Gun,City Hire Fleet,London North,2024-12-01,291.14,196.86,1.62,Good,On Hire,63.0,3.38,2026-04-04,2026-10-01,1,1
F&F-02474,Fixing & Fastening,Fixing Tools,Rivet Gun,City Hire Fleet,Bristol,2022-10-04,563.35,137.36,3.78,Excellent,Available,80.5,6.24,2025-12-29,2026-06-27,1,1
F&F-02475,Fixing & Fastening,Fixing Tools,Rivet Gun,City Hire Fleet,London North,2022-10-01,679.63,164.6,3.79,Good,On Hire,62.2,12.0,2026-03-24,2026-09-20,1,1
F&F-02476,Fixing & Fastening,Fixing Tools,Rivet Gun,City Hire Fleet,London North,2023-10-06,1202.28,534.93,2.78,Good,On Hire,71.8,10.57,2026-04-01,2026-09-28,1,1
F&F-02477,Fixing & Fastening,Fixing Tools,Staple Gun Pneumatic,City Hire Fleet,Birmingham,2023-05-13,668.14,243.83,3.18,Fair,Available,71.1,6.2,2026-05-05,2026-11-01,2,1
F&F-02478,Fixing & Fastening,Fixing Tools,Staple Gun Pneumatic,City Hire Fleet,London North,2022-12-03,437.92,121.18,3.62,Excellent,Workshop,66.5,6.37,2026-01-28,2026-07-27,2,1
F&F-02479,Fixing & Fastening,Fixing Tools,Staple Gun Pneumatic,City Hire Fleet,London South,2025-06-03,1279.33,994.02,1.12,Excellent,On Hire,74.8,19.38,2026-01-12,2026-07-11,2,1
F&F-02480,Fixing & Fastening,Fixing Tools,Staple Gun Pneumatic,City Hire Fleet,Birmingham,2025-01-01,1759.22,1219.4,1.53,Good,On Hire,48.8,14.86,2025-12-10,2026-06-08,2,1
F&F-02481,Fixing & Fastening,Fixing Tools,Staple Gun Pneumatic,City Hire Fleet,London South,2025-02-20,727.05,523.87,1.4,Excellent,On Hire,76.4,8.52,2026-05-15,2026-11-11,2,1
F&F-02482,Fixing & Fastening,Fixing Tools,Staple Gun Pneumatic,City Hire Fleet,Birmingham,2021-11-04,1273.68,127.37,4.7,Excellent,On Hire,70.1,14.35,2026-03-27,2026-09-23,2,1
F&F-02483,Fixing & Fastening,Fixing Tools,Staple Gun Pneumatic,City Hire Fleet,Bristol,2022-01-13,744.47,74.45,4.5,Excellent,On Hire,92.5,8.7,2026-04-30,2026-10-27,2,1
F&F-02484,Fixing & Fastening,Fixing Tools,Staple Gun Pneumatic,City Hire Fleet,London North,2024-10-28,1685.01,1107.95,1.71,Good,Workshop,58.3,27.1,2026-07-08,2027-01-04,2,1
F&F-02485,Fixing & Fastening,Fixing Tools,Staple Gun Pneumatic,City Hire Fleet,Manchester,2023-08-04,1331.02,546.27,2.95,Fair,Available,61.8,11.08,2026-05-20,2026-11-16,2,1
F&F-02486,Fixing & Fastening,Fixing Tools,Staple Gun Pneumatic,City Hire Fleet,London North,2022-05-20,397.62,67.11,4.16,Needs Assessment,Available,38.5,6.99,2026-01-29,2026-07-28,2,1
F&F-02487,Fixing & Fastening,Fixing Tools,Staple Gun Pneumatic,City Hire Fleet,Leeds,2025-03-13,1082.91,792.75,1.34,Excellent,Available,82.7,18.18,2026-02-27,2026-08-26,2,1
C&C-02488,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,Manchester,2026-03-02,4446.16,4117.27,0.37,Excellent,Available,62.7,44.24,2026-03-03,2026-08-30,3,1
C&C-02489,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,London South,2023-03-25,2404.92,813.06,3.31,Good,Available,63.4,37.23,2026-04-13,2026-10-10,3,1
C&C-02490,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,Birmingham,2025-10-22,5004.98,4275.49,0.73,Excellent,On Hire,73.4,68.09,2026-04-01,2026-09-28,3,1
C&C-02491,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,London South,2026-01-10,6445.13,5788.26,0.51,Good,On Hire,52.1,104.85,2026-03-29,2026-09-25,3,1
C&C-02492,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,Leeds,2025-10-02,6517.16,5495.84,0.78,Good,On Hire,47.3,61.14,2026-04-01,2026-09-28,3,1
C&C-02493,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,London South,2024-12-29,5673.06,3922.96,1.54,Good,On Hire,59.2,81.27,2026-03-07,2026-09-03,3,1
C&C-02494,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,London North,2022-02-14,1787.68,208.64,4.42,Excellent,On Hire,68.9,21.79,2026-03-20,2026-09-16,3,1
C&C-02495,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,Manchester,2022-03-01,4104.76,512.81,4.38,Excellent,On Hire,83.9,39.69,2026-07-06,2027-01-02,3,1
C&C-02496,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,Manchester,2026-01-17,1360.46,1227.02,0.49,Good,Workshop,53.2,16.36,2026-04-06,2026-10-03,3,1
C&C-02497,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,Bristol,2023-05-02,2069.33,742.69,3.21,Good,Workshop,59.6,18.78,2026-04-19,2026-10-16,3,1
C&C-02498,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,Manchester,2022-05-28,794.05,137.49,4.13,Fair,Available,75.2,11.36,2026-04-15,2026-10-12,3,1
C&C-02499,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,Leeds,2022-04-21,5926.23,905.98,4.24,Fair,On Hire,59.1,101.71,2026-05-29,2026-11-25,3,1
C&C-02500,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,Bristol,2023-08-07,1044.63,430.44,2.94,Good,Workshop,78.5,15.14,2026-02-13,2026-08-12,3,1
C&C-02501,Concreting & Compaction,Compaction,Plate Compactor 90kg,City Hire Fleet,London North,2024-04-30,2582.84,1442.14,2.21,Excellent,On Hire,73.0,33.4,2025-12-29,2026-06-27,3,1
C&C-02502,Concreting & Compaction,Compaction,Trench Rammer,City Hire Fleet,Manchester,2023-04-17,3864.9,1355.36,3.25,Excellent,On Hire,83.1,45.76,2026-03-06,2026-09-02,1,1
C&C-02503,Concreting & Compaction,Compaction,Trench Rammer,City Hire Fleet,London South,2022-03-18,1659.7,222.81,4.33,Good,Available,79.0,17.9,2026-01-08,2026-07-07,1,1
C&C-02504,Concreting & Compaction,Compaction,Concrete Mixer 110V,City Hire Fleet,Birmingham,2024-09-10,1146.53,723.73,1.84,Excellent,On Hire,83.1,14.2,2026-06-14,2026-12-11,2,1
C&C-02505,Concreting & Compaction,Compaction,Concrete Mixer 110V,City Hire Fleet,Leeds,2025-07-04,2375.11,1885.77,1.03,Excellent,Available,98,21.28,2026-05-16,2026-11-12,2,1
C&C-02506,Concreting & Compaction,Compaction,Concrete Mixer 110V,City Hire Fleet,Bristol,2023-05-12,5952.13,2168.86,3.18,Fair,Available,42.3,104.75,2026-07-07,2027-01-03,2,1
C&C-02507,Concreting & Compaction,Compaction,Concrete Mixer 110V,City Hire Fleet,London South,2023-06-06,3996.45,1510.99,3.11,Excellent,Workshop,68.5,69.85,2026-04-11,2026-10-08,2,1
C&C-02508,Concreting & Compaction,Compaction,Concrete Mixer 110V,City Hire Fleet,Manchester,2024-01-24,5258.58,2656.66,2.47,Excellent,On Hire,78.3,47.83,2025-12-14,2026-06-12,2,1
C&C-02509,Concreting & Compaction,Compaction,Concrete Mixer 110V,City Hire Fleet,London South,2022-06-30,6474.69,1238.17,4.04,Needs Assessment,On Hire,84.4,99.17,2026-06-22,2026-12-19,2,1
C&C-02510,Concreting & Compaction,Compaction,Concrete Mixer 110V,City Hire Fleet,London South,2025-10-20,6794.86,5797.04,0.73,Good,Workshop,83.1,76.59,2026-01-05,2026-07-04,2,1
C&C-02511,Concreting & Compaction,Compaction,Concrete Mixer 110V,City Hire Fleet,Leeds,2023-08-12,2679.69,1111.52,2.93,Good,Available,41.1,45.35,2026-06-26,2026-12-23,2,1
C&C-02512,Concreting & Compaction,Compaction,Concrete Mixer 110V,City Hire Fleet,Bristol,2026-03-29,3316.95,3120.66,0.3,Excellent,Auction Pending,69.6,54.45,2025-12-23,2026-06-21,2,1
C&C-02513,Concreting & Compaction,Compaction,Concrete Mixer 110V,City Hire Fleet,London South,2022-10-01,5944.63,1439.74,3.79,Good,Available,39.0,99.4,2026-05-13,2026-11-09,2,1
C&C-02514,Concreting & Compaction,Compaction,Concrete Mixer 110V,City Hire Fleet,Manchester,2025-03-22,4876.76,3594.11,1.32,Fair,On Hire,38.7,74.79,2026-06-06,2026-12-03,2,1
C&C-02515,Concreting & Compaction,Compaction,Poker Vibrator,City Hire Fleet,London South,2025-09-19,1790.72,1497.34,0.82,Excellent,Workshop,87.4,15.53,2026-01-04,2026-07-03,1,1
C&C-02516,Concreting & Compaction,Compaction,Poker Vibrator,City Hire Fleet,Manchester,2023-04-30,4472.91,1600.44,3.21,Good,Available,38.8,63.22,2026-07-05,2027-01-01,1,1
C&C-02517,Concreting & Compaction,Compaction,Poker Vibrator,City Hire Fleet,Birmingham,2022-12-01,4295.34,1183.87,3.62,Fair,Available,52.6,71.95,2026-05-29,2026-11-25,1,1
C&C-02518,Concreting & Compaction,Compaction,Poker Vibrator,City Hire Fleet,Bristol,2022-09-16,3652.89,854.68,3.83,Good,Available,50.7,46.79,2026-04-05,2026-10-02,1,1
C&C-02519,Concreting & Compaction,Compaction,Poker Vibrator,City Hire Fleet,Manchester,2025-11-30,1923.05,1683.85,0.62,Excellent,Available,92.0,28.12,2026-03-29,2026-09-25,1,1
C&C-02520,Concreting & Compaction,Compaction,Poker Vibrator,City Hire Fleet,London North,2025-10-21,1645.26,1404.56,0.73,Excellent,Auction Pending,56.1,19.71,2026-01-26,2026-07-25,1,1
F&G-02521,Fuel & Gas,Fuel & Gas,Diesel Bowser 900L,City Hire Fleet,London South,2022-02-12,10633.19,1229.37,4.42,Excellent,On Hire,78.0,113.55,2026-01-20,2026-07-19,1,1
F&G-02522,Fuel & Gas,Fuel & Gas,Diesel Bowser 900L,City Hire Fleet,Bristol,2025-04-01,10721.8,7960.57,1.29,Fair,Available,39.4,113.82,2026-06-29,2026-12-26,1,1
F&G-02523,Fuel & Gas,Fuel & Gas,Diesel Bowser 900L,City Hire Fleet,Birmingham,2024-09-03,5170.26,3243.81,1.86,Good,On Hire,68.3,52.68,2026-07-01,2026-12-28,1,1
F&G-02524,Fuel & Gas,Fuel & Gas,Diesel Bowser 900L,City Hire Fleet,London South,2022-11-20,9894.89,2667.55,3.65,Good,On Hire,49.3,95.64,2026-04-01,2026-09-28,1,1
